[2022-09-04 10:16:57.785] [39mTRACE[0;39m o.s.c.i.s.SpringFactoriesLoader [main] - Loaded [org.springframework.boot.logging.LoggingSystemFactory] names: [org.springframework.boot.logging.logback.LogbackLoggingSystem.Factory, org.springframework.boot.logging.log4j2.Log4J2LoggingSystem.Factory, org.springframework.boot.logging.java.JavaLoggingSystem.Factory] 
[2022-09-04 10:16:58.559] [39mTRACE[0;39m o.s.b.a.c.OnWebApplicationCondition [main] - Condition OnWebApplicationCondition on org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration matched due to found 'session' scope 
[2022-09-04 10:16:58.559] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.559] [39mTRACE[0;39m o.s.b.a.c.OnPropertyCondition [main] - Condition OnPropertyCondition on org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration matched due to @ConditionalOnProperty (spring.servlet.multipart.enabled) matched 
[2022-09-04 10:16:58.559] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.560] [39mTRACE[0;39m o.s.c.a.ConfigurationClassBeanDefinitionReader [main] - Registered bean definition for imported class 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration' 
[2022-09-04 10:16:58.563] [39mTRACE[0;39m o.s.b.a.condition.OnBeanCondition [main] - Condition OnBeanCondition on org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration#multipartConfigElement matched due to @ConditionalOnMissingBean (types: javax.servlet.MultipartConfigElement,org.springframework.web.multipart.commons.CommonsMultipartResolver; SearchStrategy: all) did not find any beans 
[2022-09-04 10:16:58.563] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.563] [39mTRACE[0;39m o.s.c.a.ConfigurationClassBeanDefinitionReader [main] - Registering bean definition for @Bean method org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration.multipartConfigElement() 
[2022-09-04 10:16:58.564] [39mTRACE[0;39m o.s.b.a.condition.OnBeanCondition [main] - Condition OnBeanCondition on org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration#multipartResolver matched due to @ConditionalOnMissingBean (types: org.springframework.web.multipart.MultipartResolver; SearchStrategy: all) did not find any beans 
[2022-09-04 10:16:58.564] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.564] [39mTRACE[0;39m o.s.c.a.ConfigurationClassBeanDefinitionReader [main] - Registering bean definition for @Bean method org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration.multipartResolver() 
[2022-09-04 10:16:58.564] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.websocket.servlet.WebSocketMessagingAutoConfiguration matched due to @ConditionalOnClass found required class 'org.springframework.web.socket.config.annotation.WebSocketMessageBrokerConfigurer' 
[2022-09-04 10:16:58.564] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.564] [39mTRACE[0;39m o.s.b.a.c.OnWebApplicationCondition [main] - Condition OnWebApplicationCondition on org.springframework.boot.autoconfigure.websocket.servlet.WebSocketMessagingAutoConfiguration matched due to found 'session' scope 
[2022-09-04 10:16:58.564] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.564] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.websocket.servlet.WebSocketMessagingAutoConfiguration$WebSocketMessageConverterConfiguration matched due to @ConditionalOnClass found required classes 'com.fasterxml.jackson.databind.ObjectMapper', 'org.springframework.messaging.simp.config.AbstractMessageBrokerConfiguration' 
[2022-09-04 10:16:58.565] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.565] [39mTRACE[0;39m o.s.b.a.condition.OnBeanCondition [main] - Condition OnBeanCondition on org.springframework.boot.autoconfigure.websocket.servlet.WebSocketMessagingAutoConfiguration$WebSocketMessageConverterConfiguration did not match due to @ConditionalOnBean (types: org.springframework.web.socket.config.annotation.DelegatingWebSocketMessageBrokerConfiguration,com.fasterxml.jackson.databind.ObjectMapper; SearchStrategy: all) did not find any beans of type org.springframework.web.socket.config.annotation.DelegatingWebSocketMessageBrokerConfiguration 
[2022-09-04 10:16:58.565] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.565] [39mTRACE[0;39m o.s.c.a.ConfigurationClassBeanDefinitionReader [main] - Registered bean definition for imported class 'org.springframework.boot.autoconfigure.websocket.servlet.WebSocketMessagingAutoConfiguration' 
[2022-09-04 10:16:58.631] [39mTRACE[0;39m o.s.c.a.ConfigurationClassEnhancer [main] - Successfully enhanced org.example.SpringBootApp; enhanced class name is: org.example.SpringBootApp$$EnhancerBySpringCGLIB$$9db63a46 
[2022-09-04 10:16:58.631] [39mTRACE[0;39m o.s.c.a.ConfigurationClassPostProcessor [main] - Replacing bean definition 'springBootApp' existing class 'org.example.SpringBootApp' with enhanced class 'org.example.SpringBootApp$$EnhancerBySpringCGLIB$$9db63a46' 
[2022-09-04 10:16:58.634] [39mTRACE[0;39m o.s.c.a.ConfigurationClassEnhancer [main] - Successfully enhanced org.example.rawWebsocket.ServerWebSocketConfig; enhanced class name is: org.example.rawWebsocket.ServerWebSocketConfig$$EnhancerBySpringCGLIB$$845dc9d7 
[2022-09-04 10:16:58.634] [39mTRACE[0;39m o.s.c.a.ConfigurationClassPostProcessor [main] - Replacing bean definition 'serverWebSocketConfig' existing class 'org.example.rawWebsocket.ServerWebSocketConfig' with enhanced class 'org.example.rawWebsocket.ServerWebSocketConfig$$EnhancerBySpringCGLIB$$845dc9d7' 
[2022-09-04 10:16:58.636] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'propertySourcesPlaceholderConfigurer' 
[2022-09-04 10:16:58.636] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'propertySourcesPlaceholderConfigurer' 
[2022-09-04 10:16:58.639] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'propertySourcesPlaceholderConfigurer' 
[2022-09-04 10:16:58.642] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor' 
[2022-09-04 10:16:58.642] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor' 
[2022-09-04 10:16:58.642] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor' 
[2022-09-04 10:16:58.650] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor' 
[2022-09-04 10:16:58.650] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.context.event.internalEventListenerProcessor' 
[2022-09-04 10:16:58.651] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.context.event.internalEventListenerProcessor' 
[2022-09-04 10:16:58.651] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'preserveErrorControllerTargetClassPostProcessor' 
[2022-09-04 10:16:58.651] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'preserveErrorControllerTargetClassPostProcessor' 
[2022-09-04 10:16:58.651] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'preserveErrorControllerTargetClassPostProcessor' 
[2022-09-04 10:16:58.651] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'forceAutoProxyCreatorToUseClassProxying' 
[2022-09-04 10:16:58.651] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'forceAutoProxyCreatorToUseClassProxying' 
[2022-09-04 10:16:58.652] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'forceAutoProxyCreatorToUseClassProxying' 
[2022-09-04 10:16:58.652] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory' 
[2022-09-04 10:16:58.652] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.context.event.internalEventListenerFactory' 
[2022-09-04 10:16:58.652] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.context.event.internalEventListenerFactory' 
[2022-09-04 10:16:58.657] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor' 
[2022-09-04 10:16:58.657] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor' 
[2022-09-04 10:16:58.658] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor' 
[2022-09-04 10:16:58.658] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor' 
[2022-09-04 10:16:58.658] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor' 
[2022-09-04 10:16:58.661] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor' 
[2022-09-04 10:16:58.661] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor' 
[2022-09-04 10:16:58.661] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor' 
[2022-09-04 10:16:58.662] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Invoking afterPropertiesSet() on bean with name 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor' 
[2022-09-04 10:16:58.662] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinder' 
[2022-09-04 10:16:58.662] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.boot.context.internalConfigurationPropertiesBinder' 
[2022-09-04 10:16:58.662] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinderFactory' 
[2022-09-04 10:16:58.662] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.boot.context.internalConfigurationPropertiesBinderFactory' 
[2022-09-04 10:16:58.662] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.boot.context.internalConfigurationPropertiesBinderFactory' 
[2022-09-04 10:16:58.663] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'propertySourcesPlaceholderConfigurer' 
[2022-09-04 10:16:58.663] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.boot.context.internalConfigurationPropertiesBinder' 
[2022-09-04 10:16:58.663] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor' 
[2022-09-04 10:16:58.664] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalScheduledAnnotationProcessor' 
[2022-09-04 10:16:58.664] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.context.annotation.internalScheduledAnnotationProcessor' 
[2022-09-04 10:16:58.664] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.scheduling.annotation.SchedulingConfiguration' 
[2022-09-04 10:16:58.664] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.scheduling.annotation.SchedulingConfiguration' 
[2022-09-04 10:16:58.667] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.scheduling.annotation.SchedulingConfiguration' 
[2022-09-04 10:16:58.670] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.context.annotation.internalScheduledAnnotationProcessor' 
[2022-09-04 10:16:58.671] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.aop.config.internalAutoProxyCreator' 
[2022-09-04 10:16:58.671] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.aop.config.internalAutoProxyCreator' 
[2022-09-04 10:16:58.681] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Getting BeanInfo for class [org.springframework.aop.framework.autoproxy.InfrastructureAdvisorAutoProxyCreator] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Caching PropertyDescriptors for class [org.springframework.aop.framework.autoproxy.InfrastructureAdvisorAutoProxyCreator] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'advisorAdapterRegistry' of type [org.springframework.aop.framework.adapter.AdvisorAdapterRegistry] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'applyCommonInterceptorsFirst' of type [boolean] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'beanClassLoader' of type [java.lang.ClassLoader] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'beanFactory' of type [org.springframework.beans.factory.BeanFactory] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'class' of type [java.lang.Class] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'customTargetSourceCreators' of type [[Lorg.springframework.aop.framework.autoproxy.TargetSourceCreator;] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'exposeProxy' of type [boolean] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'frozen' of type [boolean] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'interceptorNames' of type [[Ljava.lang.String;] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'opaque' of type [boolean] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'optimize' of type [boolean] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'order' of type [int] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'proxyClassLoader' of type [java.lang.ClassLoader] 
[2022-09-04 10:16:58.685] [39mTRACE[0;39m o.s.beans.CachedIntrospectionResults [main] - Found bean property 'proxyTargetClass' of type [boolean] 
[2022-09-04 10:16:58.689] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.aop.config.internalAutoProxyCreator' 
[2022-09-04 10:16:58.689] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'webServerFactoryCustomizerBeanPostProcessor' 
[2022-09-04 10:16:58.689] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'webServerFactoryCustomizerBeanPostProcessor' 
[2022-09-04 10:16:58.690] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'webServerFactoryCustomizerBeanPostProcessor' 
[2022-09-04 10:16:58.690] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'errorPageRegistrarBeanPostProcessor' 
[2022-09-04 10:16:58.690] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'errorPageRegistrarBeanPostProcessor' 
[2022-09-04 10:16:58.690] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'errorPageRegistrarBeanPostProcessor' 
[2022-09-04 10:16:58.691] [39mTRACE[0;39m o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext [main] - No 'messageSource' bean, using [Empty MessageSource] 
[2022-09-04 10:16:58.692] [39mTRACE[0;39m o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext [main] - No 'applicationEventMulticaster' bean, using [SimpleApplicationEventMulticaster] 
[2022-09-04 10:16:58.693] [39mDEBUG[0;39m o.s.u.c.s.UiApplicationContextUtils [main] - Unable to locate ThemeSource with name 'themeSource': using default [org.springframework.ui.context.support.ResourceBundleThemeSource@77134e08] 
[2022-09-04 10:16:58.693] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'tomcatServletWebServerFactory' 
[2022-09-04 10:16:58.693] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'tomcatServletWebServerFactory' 
[2022-09-04 10:16:58.693] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat' 
[2022-09-04 10:16:58.693] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat' 
[2022-09-04 10:16:58.695] [39mTRACE[0;39m o.s.s.a.ScheduledAnnotationBeanPostProcessor [main] - No @Scheduled annotations found on bean class: class org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat 
[2022-09-04 10:16:58.696] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat' 
